,loss,val_loss
0,0.11953790485858917,0.06747061014175415
1,0.0410928875207901,0.061423491686582565
2,0.036028049886226654,0.08223214745521545
3,0.03161730617284775,0.0709802582859993
4,0.027442118152976036,0.06814838945865631
5,0.021101221442222595,0.05877501890063286
6,0.018927739933133125,0.04476287215948105
7,0.016985056921839714,0.053048402070999146
8,0.01639263890683651,0.0455797053873539
9,0.015642257407307625,0.047800131142139435
10,0.014967603608965874,0.05784352868795395
11,0.0146015714854002,0.037584397941827774
12,0.0143289091065526,0.06238570064306259
13,0.013893595896661282,0.05378950014710426
14,0.013461505994200706,0.03556892275810242
15,0.0132859256118536,0.06100967898964882
16,0.012819837778806686,0.03328431397676468
17,0.012648207135498524,0.05181409791111946
18,0.012094898149371147,0.03909286856651306
19,0.011746888048946857,0.04847894608974457
20,0.011389033868908882,0.03282526507973671
21,0.010843274183571339,0.054834723472595215
22,0.010969978757202625,0.033331118524074554
23,0.009945732541382313,0.050228044390678406
24,0.010350169613957405,0.037342287600040436
25,0.009521851316094398,0.040544506162405014
26,0.010013190098106861,0.04449838772416115
27,0.009247117675840855,0.03647555038332939
28,0.009541434235870838,0.04064733907580376
29,0.008904785849153996,0.04239432513713837
30,0.009256618097424507,0.03606559708714485
31,0.008662652224302292,0.052612967789173126
32,0.00895207840949297,0.029446737840771675
33,0.008596055209636688,0.048389848321676254
34,0.008622488938272,0.02820323035120964
35,0.00850767269730568,0.04218140244483948
36,0.008303036913275719,0.033787939697504044
37,0.008466500788927078,0.0399310402572155
38,0.008022230118513107,0.04285115748643875
39,0.008172411471605301,0.04289408028125763
40,0.0077833025716245174,0.05254595726728439
41,0.0082280607894063,0.043942760676145554
42,0.00761885242536664,0.05572415515780449
43,0.00807233341038227,0.04431550204753876
44,0.00755684869363904,0.056643322110176086
45,0.007963846437633038,0.043095141649246216
46,0.007396094035357237,0.05148869380354881
47,0.00795094296336174,0.04216214269399643
48,0.007387201767414808,0.04732333496212959
49,0.0077867512591183186,0.04365537688136101
