,loss,val_loss
0,0.09157898277044296,0.06631499528884888
1,0.034751247614622116,0.032193373888731
2,0.024816419929265976,0.04150821268558502
3,0.02131786197423935,0.0382307767868042
4,0.017828216776251793,0.049947500228881836
5,0.016792209818959236,0.04992581531405449
6,0.014934033155441284,0.03722162917256355
7,0.014146333560347557,0.03807348385453224
8,0.01277171541005373,0.036980364471673965
9,0.012488019652664661,0.03852903097867966
10,0.011391287669539452,0.0409962460398674
11,0.01137334480881691,0.028018107637763023
12,0.010344109497964382,0.05446630343794823
13,0.01028241403400898,0.036037180572748184
14,0.009641398675739765,0.029477298259735107
15,0.009159785695374012,0.03545038029551506
16,0.008944082073867321,0.021738732233643532
17,0.008661558851599693,0.03859678655862808
18,0.008347860537469387,0.02318762056529522
19,0.007867411710321903,0.03230719640851021
20,0.007843420840799809,0.023989295586943626
21,0.0073060751892626286,0.03692752867937088
22,0.007422612514346838,0.02354772761464119
23,0.007079633884131908,0.043515074998140335
24,0.007036381866782904,0.02288815565407276
25,0.006613573059439659,0.0412948839366436
26,0.0067252423614263535,0.02417895756661892
27,0.006364577449858189,0.027863239869475365
28,0.00627200398594141,0.022974004969000816
29,0.006018894258886576,0.028574736788868904
30,0.006052538752555847,0.025145361199975014
31,0.005801498889923096,0.03128432109951973
