,loss,val_loss
0,0.06376677006483078,0.08018622547388077
1,0.027187613770365715,0.06468013674020767
2,0.025645216926932335,0.09042398631572723
3,0.022564422339200974,0.08679144084453583
4,0.02376018464565277,0.10258002579212189
5,0.022503137588500977,0.09215495735406876
6,0.02319478988647461,0.0793854370713234
7,0.022584866732358932,0.0853307917714119
8,0.02285231649875641,0.07205183058977127
9,0.022635649889707565,0.07632625102996826
10,0.022658007219433784,0.08280370384454727
11,0.022443313151597977,0.0758415162563324
12,0.022474221885204315,0.08809909224510193
13,0.022359544411301613,0.08628565073013306
14,0.022348584607243538,0.06639963388442993
15,0.022240005433559418,0.09474021196365356
16,0.02224409207701683,0.06706303358078003
