,loss,val_loss
0,0.040599748492240906,0.04795025661587715
1,0.015365946106612682,0.033971067517995834
2,0.013688077218830585,0.0374857634305954
3,0.011983616277575493,0.040233418345451355
4,0.011319935321807861,0.05740632861852646
5,0.010274626314640045,0.05248105153441429
6,0.009808029048144817,0.041516561061143875
7,0.009263131767511368,0.04361116886138916
8,0.009025618433952332,0.051689743995666504
9,0.008687293156981468,0.03609563410282135
10,0.008524930104613304,0.051328323781490326
11,0.00813458301126957,0.03389482945203781
12,0.00830442551523447,0.04499143734574318
13,0.00786812324076891,0.04281993955373764
14,0.008023649454116821,0.030865831300616264
15,0.007588680367916822,0.04778124392032623
16,0.007769078481942415,0.031174078583717346
17,0.0074754636734724045,0.04693441838026047
18,0.007430648431181908,0.03324027359485626
19,0.007439671084284782,0.04549062252044678
20,0.00734384311363101,0.026443907991051674
21,0.007188150193542242,0.04656358063220978
22,0.007227457594126463,0.028261644765734673
23,0.007024463266134262,0.05224214121699333
24,0.007283209357410669,0.033323027193546295
25,0.006799026858061552,0.0473896749317646
26,0.007105175405740738,0.03800997883081436
27,0.006722867488861084,0.035146597772836685
28,0.006959064397960901,0.03465498983860016
29,0.0065633379854261875,0.03104344569146633
30,0.0067972647957503796,0.03386204317212105
31,0.006383897271007299,0.04610448703169823
32,0.006623271852731705,0.03155074268579483
33,0.0062177483923733234,0.05210033431649208
34,0.0063788387924432755,0.029739467427134514
35,0.005972312763333321,0.0519602932035923
